City,REPORT_DAT,Month,Day,Year,REPORT_DAT,OFFENSE,Violent/Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,BURGLARY,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,BURGLARY,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,ROBBERY,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,ROBBERY,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,ROBBERY,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Jan,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,BURGLARY,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,ROBBERY,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,ROBBERY,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,ROBBERY,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Feb,BURGLARY,Non-Violent
Washington DC,1/1/20,1,1,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,ROBBERY,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,BURGLARY,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,BURGLARY,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,BURGLARY,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,BURGLARY,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,ROBBERY,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,ROBBERY,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,ROBBERY,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,ROBBERY,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,ROBBERY,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/20,1,2,2020,20-May,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-May,ROBBERY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-May,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-May,BURGLARY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-May,SEX ABUSE,Violent 
Washington DC,1/3/20,1,3,2020,20-May,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/3/20,1,3,2020,20-May,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-May,ROBBERY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,ROBBERY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/3/20,1,3,2020,20-Jun,BURGLARY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,ROBBERY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,BURGLARY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,ROBBERY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,ROBBERY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,BURGLARY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,ROBBERY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,ROBBERY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,ROBBERY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/3/20,1,3,2020,20-Aug,ROBBERY,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/20,1,3,2020,20-Aug,SEX ABUSE,Violent 
Washington DC,1/3/20,1,3,2020,20-Aug,SEX ABUSE,Violent 
Washington DC,1/4/20,1,4,2020,20-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,ROBBERY,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,HOMICIDE,Violent 
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,SEX ABUSE,Violent 
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,BURGLARY,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,ROBBERY,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,ROBBERY,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,ROBBERY,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,ROBBERY,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,ROBBERY,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/4/20,1,4,2020,20-Nov,HOMICIDE,Violent 
Washington DC,1/4/20,1,4,2020,20-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,BURGLARY,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,ROBBERY,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,BURGLARY,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/5/20,1,5,2020,20-Nov,THEFT F/AUTO,Non-Violent
