City,Date,month,day,year,Date,OFFENSE,Violent/Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,HOMICIDE,Violent 
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,ROBBERY,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,ROBBERY,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/19,1,1,2019,19-Jan,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/19,1,1,2019,19-Jan,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,ROBBERY,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,BURGLARY,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,BURGLARY,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Jan,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,ROBBERY,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,SEX ABUSE,Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Feb,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/19,1,1,2019,19-Mar,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,BURGLARY,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,ROBBERY,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,ROBBERY,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,BURGLARY,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Mar,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Apr,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/1/19,1,1,2019,19-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Apr,SEX ABUSE,Violent
Washington DC,1/1/19,1,1,2019,19-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/1/19,1,1,2019,19-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,BURGLARY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Apr,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,BURGLARY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,BURGLARY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,ROBBERY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,BURGLARY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/2/19,1,2,2019,19-May,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/2/19,1,2,2019,19-May,ROBBERY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-May,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,BURGLARY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,BURGLARY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,BURGLARY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,BURGLARY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jun,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,ROBBERY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,ROBBERY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT F/AUTO,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,BURGLARY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,ROBBERY,Non-Violent
Washington DC,1/2/19,1,2,2019,19-Jul,ROBBERY,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Jul,ROBBERY,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Jul,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Jul,ROBBERY,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Jul,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Jul,BURGLARY,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Jul,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Jul,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,BURGLARY,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,BURGLARY,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,ROBBERY,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,BURGLARY,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Aug,SEX ABUSE,Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,SEX ABUSE,Violent
Washington DC,1/3/19,1,3,2019,19-Sep,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,ROBBERY,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Sep,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/3/19,1,3,2019,19-Oct,BURGLARY,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/3/19,1,3,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Oct,THEFT F/AUTO,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Oct,ROBBERY,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Oct,THEFT/OTHER,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,BURGLARY,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,ASSAULT W/DANGEROUS WEAPON,Violent 
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,MOTOR VEHICLE THEFT,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT F/AUTO,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT/OTHER,Non-Violent
Washington DC,1/4/19,1,4,2019,19-Nov,THEFT F/AUTO,Non-Violent
